,NAME,BIO_LINK,BIRTH-DEATH,POSITION,PARTY,STATE,SESSION,DEGREE,SCHOOL,GRAD_YEAR,SCHOOL_LOC
7270,"SCARBOROUGH, Charles Joseph",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000106,1963- ,Representative,Republican,FL,106(1999-2000),J.D.,University of Florida School of Law,1990," Gainesville, Fla."
7271,"SCHAFFER, Robert W.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000112,1962- ,Representative,Republican,CO,106(1999-2000),B.A.,University of Dayton,1984," Dayton, Ohio"
7272,"SCOTT, Robert C.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000185,1947- ,Representative,Democrat,VA,106(1999-2000),A.B.,Harvard University,1969," Cambridge, Mass."
7273,"SCOTT, Robert C.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000185,1947- ,Representative,Democrat,VA,106(1999-2000),J.D.,Boston College School of Law,1973," Boston, Mass."
7274,"SENSENBRENNER, Frank James, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000244,1943- ,Representative,Republican,WI,106(1999-2000),A.B.,Stanford University,1965," Stanford, Calif."
7275,"SENSENBRENNER, Frank James, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000244,1943- ,Representative,Republican,WI,106(1999-2000),J.D.,University of Wisconsin Law School,1968," Madison, Wis."
7276,"SESSIONS, Pete",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000250,1955- ,Representative,Republican,TX,106(1999-2000),B.S.,Southwestern University,1978," Georgetown, Tex."
7277,"SHADEGG, John B.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000275,1949- ,Representative,Republican,AZ,106(1999-2000),B.A.,University of Arizona,1972," Tucson, Ariz."
7278,"SHADEGG, John B.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000275,1949- ,Representative,Republican,AZ,106(1999-2000),J.D.,University of Arizona School of Law,1975," Tucson, Ariz."
7279,"SHAW, Eugene Clay, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000303,1939-2013,Representative,Republican,FL,106(1999-2000),B.S.,Stetson University,1961," Deland, Fla."
7280,"SHAW, Eugene Clay, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000303,1939-2013,Representative,Republican,FL,106(1999-2000),M.B.A.,University of Alabama,1963," Tuscaloosa, Ala."
7281,"SHAW, Eugene Clay, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000303,1939-2013,Representative,Republican,FL,106(1999-2000),J.D.,Stetson University College of Law,1966," Deland, Fla."
7282,"SHAYS, Christopher H.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001144,1945- ,Representative,Republican,CT,106(1999-2000),B.A.,Principia College,1968," Elsah, Ill."
7283,"SHAYS, Christopher H.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001144,1945- ,Representative,Republican,CT,106(1999-2000),M.B.A.,New York University,1974," New York, N.Y."
7284,"SHAYS, Christopher H.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001144,1945- ,Representative,Republican,CT,106(1999-2000),M.P.A.,New York University,1978," New York, N.Y."
7285,"SHERMAN, Brad",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000344,1954- ,Representative,Democrat,CA,106(1999-2000),B.A.,University of California,1974," Los Angeles, Calif."
7286,"SHERMAN, Brad",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000344,1954- ,Representative,Democrat,CA,106(1999-2000),J.D.,Harvard University,1979," Cambridge, Mass."
7287,"SHERWOOD, Don",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001146,1941- ,Representative,Republican,PA,106(1999-2000),B.A.,Dartmouth College,1963," Hanover, N.H."
7288,"SHIMKUS, John M.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000364,1958- ,Representative,Republican,IL,106(1999-2000),B.S.,West Point Military Academy,1980," West Point, N.Y."
7289,"SHIMKUS, John M.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000364,1958- ,Representative,Republican,IL,106(1999-2000),M.B.A.,Southern Illinois University,1997," Edwardsville, Ill."
7290,"SHOWS, Clifford Ronald",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001147,1947- ,Representative,Democrat,MS,106(1999-2000),B.S.,University of Southern Mississippi,1971, Hattiesburg
7291,"SHUSTER, E. G. (Bud)",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000394,1932- ,Representative,Republican,PA,106(1999-2000),B.S.,University of Pittsburgh,1954, Pa.
7292,"SHUSTER, E. G. (Bud)",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000394,1932- ,Representative,Republican,PA,106(1999-2000),M.B.A.,Duquesne University,1960," Pittsburgh, Pa."
7293,"SHUSTER, E. G. (Bud)",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000394,1932- ,Representative,Republican,PA,106(1999-2000),Ph.D.,American University,1967," Washington, D.C."
7294,"SIMPSON, Michael K.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001148,1950- ,Representative,Republican,ID,106(1999-2000),D.M.D.,Washington University School of Dental Medicine,1978," St. Louis, Mo."
7295,"SISISKY, Norman",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000453,1927-2001,Representative,Democrat,VA,106(1999-2000),B.S.,Virginia Commonwealth University,1949, Richmond
7296,"SKELTON, Isaac Newton, IV (Ike)",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000465,1931-2013,Representative,Democrat,MO,106(1999-2000),A.B.,University of Missouri,1953," Columbia, Mo."
7297,"SKELTON, Isaac Newton, IV (Ike)",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000465,1931-2013,Representative,Democrat,MO,106(1999-2000),LL.B.,University of Missouri,1956," Columbia, Mo."
7298,"SLAUGHTER, Louise McIntosh",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000480,1929- ,Representative,Democrat,NY,106(1999-2000),B.S.,University of Kentucky,1951," Lexington, Ky."
7299,"SLAUGHTER, Louise McIntosh",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000480,1929- ,Representative,Democrat,NY,106(1999-2000),M.S.,University of Kentucky,1953," Lexington, Ky."
7300,"SMITH, Adam",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000510,1965- ,Representative,Democrat,WA,106(1999-2000),B.A.,Fordham University,1987," New York, N.Y."
7301,"SMITH, Adam",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000510,1965- ,Representative,Democrat,WA,106(1999-2000),J.D.,University of Washington School of Law,1990," Seattle, Wash."
7302,"SMITH, Christopher Henry",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000522,1953- ,Representative,Republican,NJ,106(1999-2000),B.S.,Trenton State College,1975," Ewing, N.J."
7303,"SMITH, Lamar Seeligson",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000583,1947- ,Representative,Republican,TX,106(1999-2000),B.A.,Yale University,1969," New Haven, Conn."
7304,"SMITH, Lamar Seeligson",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000583,1947- ,Representative,Republican,TX,106(1999-2000),J.D.,Southern Methodist University School of Law,1975," Dallas, Tex."
7305,"SMITH, Robert C.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000606,1941- ,Senator,Republican,NH,106(1999-2000),B.A.,Lafayette College,1965," Easton, Pa."
7306,"SNYDER, Victor F.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000672,1947- ,Representative,Democrat,AR,106(1999-2000),B.A.,Willamette University,1975," Salem, Oreg."
7307,"SNYDER, Victor F.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000672,1947- ,Representative,Democrat,AR,106(1999-2000),M.D.,University of Oregon,1979," Portland, Oreg."
7308,"SNYDER, Victor F.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000672,1947- ,Representative,Democrat,AR,106(1999-2000),J.D.,University of Arkansas,1988," Little Rock, Ark."
7309,"SOUDER, Mark Edward",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001143,1950- ,Representative,Republican,IN,106(1999-2000),B.S.,Indiana University,1972," Fort Wayne, Ind."
7310,"SOUDER, Mark Edward",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001143,1950- ,Representative,Republican,IN,106(1999-2000),M.B.A.,University of Notre Dame,1974," Notre Dame, Ind."
7311,"SPENCE, Floyd Davidson",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000718,1928-2001,Representative,Republican,SC,106(1999-2000),B.A.,University of South Carolina,1952," Columbia, S.C."
7312,"SPENCE, Floyd Davidson",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000718,1928-2001,Representative,Republican,SC,106(1999-2000),LL.B.,University of South Carolina,1956," Columbia, S.C."
7313,"SPRATT, John McKee, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000749,1942- ,Representative,Democrat,SC,106(1999-2000),A.B.,Davidson College,1964," Davidson, N.C."
7314,"SPRATT, John McKee, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000749,1942- ,Representative,Democrat,SC,106(1999-2000),M.A.,Marshall Scholar,1966," Corpus Christi College, Oxford University, Oxford, England"
7315,"SPRATT, John McKee, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000749,1942- ,Representative,Democrat,SC,106(1999-2000),LL.B.,Yale Law School,1969," New Haven, Conn."
7316,"STARK, Fortney Hillman (Pete), Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000810,1931- ,Representative,Democrat,CA,106(1999-2000),B.S.,Massachusetts Institute of Technology,1953," Cambridge, Mass."
7317,"STARK, Fortney Hillman (Pete), Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000810,1931- ,Representative,Democrat,CA,106(1999-2000),M.B.A.,University of California,1960," Berkeley, Calif."
7318,"STEARNS, Clifford Bundy",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000822,1941- ,Representative,Republican,FL,106(1999-2000),B.S.,George Washington University,1963," Washington, D.C."
7319,"STENHOLM, Charles Walter",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000851,1938- ,Representative,Democrat,TX,106(1999-2000),A.S.,Tarleton State Junior College,1959," Stephenville, Tex."
7320,"STENHOLM, Charles Walter",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000851,1938- ,Representative,Democrat,TX,106(1999-2000),B.S.,Texas Tech University,1961," Lubbock, Tex."
7321,"STENHOLM, Charles Walter",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000851,1938- ,Representative,Democrat,TX,106(1999-2000),M.S.,Texas Tech University,1962," Lubbock, Tex."
7322,"STRICKLAND, Ted",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001004,1941- ,Representative,Democrat,OH,106(1999-2000),B.A.,Asbury College,1963," Wilmore, Ky."
7323,"STRICKLAND, Ted",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001004,1941- ,Representative,Democrat,OH,106(1999-2000),M.A.,University of Kentucky,1966, Lexington
7324,"STRICKLAND, Ted",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001004,1941- ,Representative,Democrat,OH,106(1999-2000),M.A.,Asbury Theological Seminary,1967," Wilmore, Ky."
7325,"STRICKLAND, Ted",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001004,1941- ,Representative,Democrat,OH,106(1999-2000),Ph.D.,University of Kentucky,1980, Lexington
7326,"STUMP, Robert Lee",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001044,1927-2003,Representative,Republican,AZ,106(1999-2000),B.S.,Arizona State University,1951," Tempe, Ariz."
7327,"STUPAK, Bart T.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001045,1952- ,Representative,Democrat,MI,106(1999-2000),A.A.,Northwestern Michigan Community College,1972,None
7328,"STUPAK, Bart T.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001045,1952- ,Representative,Democrat,MI,106(1999-2000),B.S.,Saginaw Valley State College,1977," University Center, Mich."
7329,"SWEENEY, John E.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001149,1955- ,Representative,Republican,NY,106(1999-2000),B.A.,Russell Sage College,1981," Troy, N.Y."
7330,"SWEENEY, John E.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001149,1955- ,Representative,Republican,NY,106(1999-2000),J.D.,Western New England Law School,1990," Springfield, Mass."
7331,"TANCREDO, Thomas G.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000458,1945- ,Representative,Republican,CO,106(1999-2000),B.A.,University of Northern Colorado,1968," Greeley, Colo."
7332,"TANNER, John S.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000038,1944- ,Representative,Democrat,TN,106(1999-2000),B.S.,University of Tennessee,1966," Knoxville, Tenn."
7333,"TANNER, John S.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000038,1944- ,Representative,Democrat,TN,106(1999-2000),J.D.,University of Tennessee,1968," Knoxville, Tenn."
7334,"TAUSCHER, Ellen O'Kane",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000057,1951- ,Representative,Democrat,CA,106(1999-2000),B.S.,Seton Hall University,1974," South Orange, N.J."
7335,"TAUZIN, Wilbert Joseph (Billy)",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000058,1943- ,Representative,Republican,LA,106(1999-2000),J.D.,Louisiana State University,1967," Baton Rouge, La."
7336,"TAYLOR, Gary Eugene (Gene)",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000074,1953- ,Representative,Democrat,MS,106(1999-2000),B.A.,Tulane University,1976," New Orleans, La."
7337,"TERRY, Lee Raymond",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000459,1962- ,Representative,Republican,NE,106(1999-2000),B.A.,University of Nebraska,1984," Lincoln, Nebr."
7338,"TERRY, Lee Raymond",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000459,1962- ,Representative,Republican,NE,106(1999-2000),J.D.,Creighton Law School,1987," Omaha, Nebr."
7339,"THOMAS, William Marshall",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000188,1941- ,Representative,Republican,CA,106(1999-2000),A.A.,Santa Ana Community College,1961,None
7340,"THOMAS, William Marshall",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000188,1941- ,Representative,Republican,CA,106(1999-2000),B.A.,San Francisco State University,1963," San Francisco, Calif."
7341,"THOMAS, William Marshall",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000188,1941- ,Representative,Republican,CA,106(1999-2000),M.A.,San Francisco State University,1965," San Francisco, Calif."
7342,"THOMPSON, Bennie",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000193,1948- ,Representative,Democrat,MS,106(1999-2000),B.A.,Tougaloo College,1968," Tougaloo, Miss."
7343,"THOMPSON, Bennie",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000193,1948- ,Representative,Democrat,MS,106(1999-2000),M.S.,Jackson State University,1972," Jackson, Miss."
7344,"THOMPSON, Michael",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000460,1951- ,Representative,Democrat,CA,106(1999-2000),B.A.,California State University,1982," Chico, Calif."
7345,"THOMPSON, Michael",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000460,1951- ,Representative,Democrat,CA,106(1999-2000),M.A.,California State University,1996," Chico, Calif."
7346,"THORNBERRY, William McClellan (Mac)",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000238,1958- ,Representative,Republican,TX,106(1999-2000),B.A.,Texas Tech University,1980," Lubbock, Tex."
7347,"THORNBERRY, William McClellan (Mac)",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000238,1958- ,Representative,Republican,TX,106(1999-2000),J.D.,University of Texas School of Law,1983," Austin, Tex."
7348,"THUNE, John",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000250,1961- ,Representative,Republican,SD,106(1999-2000),B.S.,Biola University,1983," La Mirada, Calif."
7349,"THUNE, John",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000250,1961- ,Representative,Republican,SD,106(1999-2000),M.B.A.,University of South Dakota,1984," Vermillion, S. Dak."
7350,"THURMAN, Karen L.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000253,1951- ,Representative,Democrat,FL,106(1999-2000),A.A.,Santa Fe Community College,1970," Starke, Fla."
7351,"THURMAN, Karen L.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000253,1951- ,Representative,Democrat,FL,106(1999-2000),B.A.,University of Florida,1973," Gainesville, Fla."
7352,"TIAHRT, Todd",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000260,1951- ,Representative,Republican,KS,106(1999-2000),B.A.,Evangel College,1975," Springfield, Mo."
7353,"TIAHRT, Todd",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000260,1951- ,Representative,Republican,KS,106(1999-2000),M.B.A.,Southwest Missouri State,1989," Springfield, Mo."
7354,"TIERNEY, John F.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000266,1951- ,Representative,Democrat,MA,106(1999-2000),B.A.,Salem State College,1973," Salem, Mass."
7355,"TIERNEY, John F.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000266,1951- ,Representative,Democrat,MA,106(1999-2000),J.D.,Suffolk University,1976," Boston, Mass."
7356,"TOWNS, Edolphus",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000326,1934- ,Representative,Democrat,NY,106(1999-2000),B.S.,North Carolina Agricultural and Technical State University,1956," Greensboro, N.C."
7357,"TOWNS, Edolphus",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000326,1934- ,Representative,Democrat,NY,106(1999-2000),M.S.W.,Adelphi University,1973," Garden City, N.Y."
7358,"TRAFICANT, James A., Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000350,1941-2014,Representative,Democrat,OH,106(1999-2000),B.S.,University of Pittsburgh,1963," Pittsburgh, Pa."
7359,"TRAFICANT, James A., Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000350,1941-2014,Representative,Democrat,OH,106(1999-2000),M.S.,University of Pittsburgh,1973," Pittsburgh, Pa."
7360,"TRAFICANT, James A., Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000350,1941-2014,Representative,Democrat,OH,106(1999-2000),M.S.,Youngstown State University,1976," Youngstown, Ohio"
7361,"TURNER, Jim",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000424,1946- ,Representative,Democrat,TX,106(1999-2000),B.A.,University of Texas,1968," Austin, Tex."
7362,"TURNER, Jim",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000424,1946- ,Representative,Democrat,TX,106(1999-2000),M.B.A.,University of Texas,1971," Austin, Tex."
7363,"TURNER, Jim",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000424,1946- ,Representative,Democrat,TX,106(1999-2000),J.D.,University of Texas,1971," Austin, Tex."
7364,"UDALL, Mark",http://bioguide.congress.gov/scripts/biodisplay.pl?index=U000038,1950- ,Representative,Democrat,CO,106(1999-2000),B.A.,Williams College,1972," Williamstown, Mass."
7365,"UDALL, Thomas (Tom)",http://bioguide.congress.gov/scripts/biodisplay.pl?index=U000039,1948- ,Representative,Democrat,NM,106(1999-2000),J.D.,University of New Mexico School of Law,1977," Albuquerque, N.M."
7366,"UNDERWOOD, Robert A.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=U000014,1948- ,Delegate,Democrat,GU,106(1999-2000),B.A.,California State University,1971," Los Angeles, Calif., 1969, M.A., California State University, Los Angeles, Calif."
7367,"UNDERWOOD, Robert A.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=U000014,1948- ,Delegate,Democrat,GU,106(1999-2000),Ed.D.,University of Southern California,1987," Los Angeles, Calif."
7368,"UPTON, Frederick Stephen",http://bioguide.congress.gov/scripts/biodisplay.pl?index=U000031,1953- ,Representative,Republican,MI,106(1999-2000),A.B.,University of Michigan,1975," Ann Arbor, Mich."
7369,"VELÁZQUEZ, Nydia M.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000081,1953- ,Representative,Democrat,NY,106(1999-2000),B.A.,University of Puerto Rico,1974, Rio Piedras
7370,"VELÁZQUEZ, Nydia M.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000081,1953- ,Representative,Democrat,NY,106(1999-2000),M.A.,New York University,1976," New York, N.Y."
7371,"VENTO, Bruce Frank",http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000087,1940-2000,Representative,Democrat Farmer Labor,MN,106(1999-2000),A.A.,University of Minnesota,1961, Minneapolis
7372,"VENTO, Bruce Frank",http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000087,1940-2000,Representative,Democrat Farmer Labor,MN,106(1999-2000),B.S.,Wisconsin State University,1965, River Falls
7373,"VISCLOSKY, Peter",http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000108,1949- ,Representative,Democrat,IN,106(1999-2000),B.S.,Indiana University Northwest,1970," Gary, Ind."
7374,"VISCLOSKY, Peter",http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000108,1949- ,Representative,Democrat,IN,106(1999-2000),J.D.,University of Notre Dame School of Law,1973," Notre Dame, Ind."
7375,"VISCLOSKY, Peter",http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000108,1949- ,Representative,Democrat,IN,106(1999-2000),LL.M.,Georgetown University Law Center,1982," Washington, D.C."
7376,"VITTER, David",http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000127,1961- ,Representative,Republican,LA,106(1999-2000),A.B.,Harvard University,1983," Cambridge, Mass."
7377,"VITTER, David",http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000127,1961- ,Representative,Republican,LA,106(1999-2000),B.A.,Oxford University,1985," Oxford, England"
7378,"VITTER, David",http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000127,1961- ,Representative,Republican,LA,106(1999-2000),J.D.,Tulane University School of Law,1988," New Orleans, La."
7379,"WALDEN, Greg",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000791,1957- ,Representative,Republican,OR,106(1999-2000),B.S.,University of Oregon,1981," Eugene, Ore."
7380,"WATERS, Maxine",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000187,1938- ,Representative,Democrat,CA,106(1999-2000),B.A.,California State University,1970," Los Angeles, Calif."
7381,"WATKINS, Wesley Wade",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000194,1938- ,Representative,Republican,OK,106(1999-2000),B.S.,Oklahoma State University,1960," Stillwater, Okla."
7382,"WATKINS, Wesley Wade",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000194,1938- ,Representative,Republican,OK,106(1999-2000),M.S.,Oklahoma State University,1961," Stillwater, Okla."
7383,"WATT, Melvin L.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000207,1945- ,Representative,Democrat,NC,106(1999-2000),B.S.,University of North Carolina,1967," Chapel Hill, N.C."
7384,"WATT, Melvin L.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000207,1945- ,Representative,Democrat,NC,106(1999-2000),J.D.,Yale University School of Law,1970," New Haven, Conn."
7385,"WATTS, Julius Caesar, Jr. (J. C.)",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000210,1957- ,Representative,Republican,OK,106(1999-2000),B.A.,University of Oklahoma,1981, Norman
7386,"WAXMAN, Henry Arnold",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000215,1939- ,Representative,Democrat,CA,106(1999-2000),B.A.,University of California,1961," Los Angeles, Calif."
7387,"WAXMAN, Henry Arnold",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000215,1939- ,Representative,Democrat,CA,106(1999-2000),J.D.,University of California,1964," Los Angeles, Calif."
7388,"WEINER, Anthony D.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000792,1964- ,Representative,Democrat,NY,106(1999-2000),B.A.,State University of New York,1985," Plattsburgh, N.Y."
7389,"WELDON, David Joseph",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000267,1953- ,Representative,Republican,FL,106(1999-2000),B.S.,State University of New York,1978," Stony Brook, N.Y."
7390,"WELDON, David Joseph",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000267,1953- ,Representative,Republican,FL,106(1999-2000),M.D.,State University of New York,1981," Buffalo, N.Y."
7391,"WELDON, Wayne Curtis (Curt)",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000268,1947- ,Representative,Republican,PA,106(1999-2000),B.A.,West Chester State College,1969," West Chester, Pa."
7392,"WELLER, Gerald C. (Jerry)",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000273,1957- ,Representative,Republican,IL,106(1999-2000),B.S.,University of Illinois,1979,None
7393,"WELLSTONE, Paul David",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000288,1944-2002,Senator,Democrat,MN,106(1999-2000),B.A.,University of North Carolina,1965,None
7394,"WEXLER, Robert",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000314,1961- ,Representative,Democrat,FL,106(1999-2000),B.A.,University of Florida,1982," Gainesville, Fla."
7395,"WEXLER, Robert",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000314,1961- ,Representative,Democrat,FL,106(1999-2000),J.D.,George Washington University Law School,1985," Washington, D.C."
7396,"WEYGAND, Robert A.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000315,1948- ,Representative,Democrat,RI,106(1999-2000),B.F.A.,University of Rhode Island,1971," Kingston, R.I."
7397,"WEYGAND, Robert A.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000315,1948- ,Representative,Democrat,RI,106(1999-2000),B.S.,University of Rhode Island,1976,None
7398,"WHITFIELD, Wayne Edward (Ed)",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000413,1943- ,Representative,Republican,KY,106(1999-2000),B.S.,University of Kentucky,1965," Lexington, Ky."
7399,"WHITFIELD, Wayne Edward (Ed)",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000413,1943- ,Representative,Republican,KY,106(1999-2000),J.D.,University of Kentucky School of Law,1969," Lexington, Ky."
7400,"WICKER, Roger F.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000437,1951- ,Representative,Republican,MS,106(1999-2000),B.A.,University of Mississippi,1973," University, Miss."
7401,"WISE, Robert Ellsworth, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000654,1948- ,Representative,Democrat,WV,106(1999-2000),B.A.,Duke University,1970," Durham, N.C."
7402,"WISE, Robert Ellsworth, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000654,1948- ,Representative,Democrat,WV,106(1999-2000),J.D.,Tulane University School of Law,1975," New Orleans, La."
7403,"WOLF, Frank Rudolph",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000672,1939- ,Representative,Republican,VA,106(1999-2000),B.A.,Pennsylvania State University,1961," State College, Pa."
7404,"WOLF, Frank Rudolph",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000672,1939- ,Representative,Republican,VA,106(1999-2000),LL.B.,Georgetown University Law School,1965," Washington, D.C."
7405,"WOOLSEY, Lynn C.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000738,1937- ,Representative,Democrat,CA,106(1999-2000),B.S.,University of San Francisco,1980," San Francisco, Calif."
7406,"WU, David",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000793,1955- ,Representative,Democrat,OR,106(1999-2000),B.S.,Stanford University,1977," Stanford, Calif."
7407,"WU, David",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000793,1955- ,Representative,Democrat,OR,106(1999-2000),J.D.,Yale University,1982," New Haven, Conn."
