,NAME,BIO_LINK,BIRTH-DEATH,POSITION,PARTY,STATE,SESSION,DEGREE,SCHOOL,GRAD_YEAR,SCHOOL_LOC
7408,"WYNN, Albert Russell",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000784,1951- ,Representative,Democrat,MD,106(1999-2000),B.S.,University of Pittsburgh,1973," Pittsburgh, Pa."
7409,"WYNN, Albert Russell",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000784,1951- ,Representative,Democrat,MD,106(1999-2000),J.D.,Georgetown University School of Law,1977," Washington, D.C."
7410,"YOUNG, Donald Edwin",http://bioguide.congress.gov/scripts/biodisplay.pl?index=Y000033,1933- ,Representative,Republican,AK,106(1999-2000),A.A.,Yuba Junior College,1952," Marysville, Calif."
7411,"YOUNG, Donald Edwin",http://bioguide.congress.gov/scripts/biodisplay.pl?index=Y000033,1933- ,Representative,Republican,AK,106(1999-2000),B.A.,California State University,1958," Chico, Calif."
7412,"ABERCROMBIE, Neil",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000014,1938- ,Representative,Democrat,HI,107(2001-2002),B.A.,Union College,1959," Schenectady, N.Y."
7413,"ABERCROMBIE, Neil",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000014,1938- ,Representative,Democrat,HI,107(2001-2002),M.A.,University of Hawaii,1964," Manoa, Hawaii"
7414,"ABERCROMBIE, Neil",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000014,1938- ,Representative,Democrat,HI,107(2001-2002),Ph.D.,University of Hawaii,1974," Manoa, Hawaii"
7415,"ACEVEDO-VILÁ, Aníbal",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000359,1962- ,Resident Commissioner,Popular Democrat,PR,107(2001-2002),B.A.,University of Puerto Rico,1982," San Juan, P.R."
7416,"ACEVEDO-VILÁ, Aníbal",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000359,1962- ,Resident Commissioner,Popular Democrat,PR,107(2001-2002),J.D.,University of Puerto Rico,1985," San Juan, P.R."
7417,"ACEVEDO-VILÁ, Aníbal",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000359,1962- ,Resident Commissioner,Popular Democrat,PR,107(2001-2002),L.L.M.,Harvard University,1987," Cambridge, Mass."
7418,"ACKERMAN, Gary Leonard",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000022,1942- ,Representative,Democrat,NY,107(2001-2002),B.A.,Queens College,1965," Flushing, N.Y."
7419,"ADERHOLT, Robert",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000055,1965- ,Representative,Republican,AL,107(2001-2002),B.A.,Birmingham Southern College,1987," Birmingham, Ala."
7420,"ADERHOLT, Robert",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000055,1965- ,Representative,Republican,AL,107(2001-2002),J.D.,Samford University,1990," Birmingham, Ala."
7421,"AKIN, W. Todd",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000358,1947- ,Representative,Republican,MO,107(2001-2002),B.S.,Worcester Polytechnic Institute,1971," Worcester, Mass."
7422,"ALLEN, Thomas H.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000357,1945- ,Representative,Democrat,ME,107(2001-2002),B.A.,Bowdoin College,1967," Brunswick, Maine"
7423,"ALLEN, Thomas H.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000357,1945- ,Representative,Democrat,ME,107(2001-2002),J.D.,Harvard University,1974," Cambridge, Mass."
7424,"ANDREWS, Robert Ernest",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000210,1957- ,Representative,Democrat,NJ,107(2001-2002),B.S.,Bucknell University,1979," Lewisburg, Pa."
7425,"ANDREWS, Robert Ernest",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000210,1957- ,Representative,Democrat,NJ,107(2001-2002),J.D.,Cornell Law School,1982," Ithaca, N.Y."
7426,"ARMEY, Richard Keith",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000217,1940- ,Representative,Republican,TX,107(2001-2002),B.A.,Jamestown College,1963," Jamestown, N. Dak."
7427,"ARMEY, Richard Keith",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000217,1940- ,Representative,Republican,TX,107(2001-2002),M.A.,University of North Dakota,1964," Grand Forks, N. Dak."
7428,"ARMEY, Richard Keith",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000217,1940- ,Representative,Republican,TX,107(2001-2002),Ph.D.,University of Oklahoma,1968," Oklahoma City, Okla."
7429,"BACA, Joe",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001234,1947- ,Representative,Democrat,CA,107(2001-2002),B.A.,California State University,1971," Los Angeles, Calif."
7430,"BACHUS, Spencer T., III",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000013,1947- ,Representative,Republican,AL,107(2001-2002),B.A.,Auburn University,1969," Auburn, Ala."
7431,"BACHUS, Spencer T., III",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000013,1947- ,Representative,Republican,AL,107(2001-2002),J.D.,University of Alabama School of Law,1972," Tuscaloosa, Ala."
7432,"BAIRD, Brian",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001229,1956- ,Representative,Democrat,WA,107(2001-2002),B.S.,University of Utah,1977," Provo, Utah"
7433,"BAIRD, Brian",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001229,1956- ,Representative,Democrat,WA,107(2001-2002),M.S.,University of Wyoming,1980," Laramie, Wyo."
7434,"BAIRD, Brian",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001229,1956- ,Representative,Democrat,WA,107(2001-2002),Ph.D.,University of Wyoming,1984," Laramie, Wyo."
7435,"BAKER, Richard Hugh",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000072,1948- ,Representative,Republican,LA,107(2001-2002),B.A.,Louisiana State University,1971," Baton Rouge, La."
7436,"BALDACCI, John Elias",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000081,1955- ,Representative,Democrat,ME,107(2001-2002),B.A.,University of Maine,1986, Orono
7437,"BALDWIN, Tammy",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001230,1962- ,Representative,Democrat,WI,107(2001-2002),A.B.,Smith College,1984," Northampton, Mass."
7438,"BALDWIN, Tammy",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001230,1962- ,Representative,Democrat,WI,107(2001-2002),J.D.,University of Wisconsin Law School,1989," Madison, Wis."
7439,"BALLENGER, Cass",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000104,1926-2015,Representative,Republican,NC,107(2001-2002),B.A.,Amherst College,1948," Amherst, Mass."
7440,"BARCIA, James A.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000134,1952- ,Representative,Democrat,MI,107(2001-2002),B.A.,Saginaw Valley State College,1974," University Center, Mich."
7441,"BARR, Bob",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000169,1948- ,Representative,Republican,GA,107(2001-2002),B.A.,University of Southern California,1970," Los Angeles, Calif."
7442,"BARR, Bob",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000169,1948- ,Representative,Republican,GA,107(2001-2002),M.A.,George Washington University,1972," Washington, D.C."
7443,"BARR, Bob",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000169,1948- ,Representative,Republican,GA,107(2001-2002),J.D.,Georgetown University Law Center,1977," Washington, D.C."
7444,"BARRETT, Thomas M.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000177,1953- ,Representative,Democrat,WI,107(2001-2002),B.A.,University of Wisconsin,1976," Madison, Wis."
7445,"BARRETT, Thomas M.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000177,1953- ,Representative,Democrat,WI,107(2001-2002),J.D.,University of Wisconsin School of Law,1980,None
7446,"BARTLETT, Roscoe Gardner",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000208,1926- ,Representative,Republican,MD,107(2001-2002),B.S.,Columbia Union College,1947," Takoma Park, Md."
7447,"BARTLETT, Roscoe Gardner",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000208,1926- ,Representative,Republican,MD,107(2001-2002),M.S.,University of Maryland,1948," College Park, Md."
7448,"BARTLETT, Roscoe Gardner",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000208,1926- ,Representative,Republican,MD,107(2001-2002),Ph.D.,University of Maryland,1952," College Park, Md."
7449,"BARTON, Joe Linus",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000213,1949- ,Representative,Republican,TX,107(2001-2002),M.S.,Purdue University,1973," West Lafayette, Ind."
7450,"BASS, Charles Foster",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000220,1952- ,Representative,Republican,NH,107(2001-2002),A.B.,Dartmouth College,1974," Hanover, N.H."
7451,"BECERRA, Xavier",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000287,1958- ,Representative,Democrat,CA,107(2001-2002),B.A.,Stanford University,1980," Stanford, Calif."
7452,"BECERRA, Xavier",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000287,1958- ,Representative,Democrat,CA,107(2001-2002),J.D.,Stanford University,1984," Stanford., Calif."
7453,"BENTSEN, Kenneth E., Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000400,1959- ,Representative,Democrat,TX,107(2001-2002),M.P.A.,American University,1985," Washington, D.C."
7454,"BEREUTER, Douglas Kent",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000403,1939- ,Representative,Republican,NE,107(2001-2002),B.A.,University of Nebraska,1961," Lincoln, Nebr."
7455,"BEREUTER, Douglas Kent",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000403,1939- ,Representative,Republican,NE,107(2001-2002),M.C.P.,Harvard University,1966," Cambridge, Mass."
7456,"BEREUTER, Douglas Kent",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000403,1939- ,Representative,Republican,NE,107(2001-2002),M.P.A.,Harvard University,1973," Cambridge, Mass."
7457,"BERKLEY, Shelley",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001231,1951- ,Representative,Democrat,NV,107(2001-2002),B.A.,University of Nevada,1972, Las Vegas
7458,"BERKLEY, Shelley",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001231,1951- ,Representative,Democrat,NV,107(2001-2002),J.D.,University of San Diego Law School,1976," San Diego, Calif."
7459,"BERMAN, Howard Lawrence",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000410,1941- ,Representative,Democrat,CA,107(2001-2002),B.A.,University of California,1962," Los Angeles, Calif."
7460,"BERMAN, Howard Lawrence",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000410,1941- ,Representative,Democrat,CA,107(2001-2002),LL.B.,University of California School of Law,1965," Los Angeles, Calif."
7461,"BERRY, Robert Marion",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000420,1942- ,Representative,Democrat,AR,107(2001-2002),B.S.,University of Arkansas for Medical Sciences,1965,None
7462,"BIGGERT, Judy Borg",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001232,1937- ,Representative,Republican,IL,107(2001-2002),B.A.,Stanford University,1959," Stanford, Calif."
7463,"BIGGERT, Judy Borg",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001232,1937- ,Representative,Republican,IL,107(2001-2002),J.D.,Northwestern University School of Law,1963," Evanston, Ill."
7464,"BILIRAKIS, Michael",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000463,1930- ,Representative,Republican,FL,107(2001-2002),B.S.,University of Pittsburgh,1959," Pittsburgh, Pa."
7465,"BILIRAKIS, Michael",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000463,1930- ,Representative,Republican,FL,107(2001-2002),J.D.,University of Florida,1963," Gainesville, Fla."
7466,"BISHOP, Sanford Dixon, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000490,1947- ,Representative,Democrat,GA,107(2001-2002),B.A.,Morehouse College,1968," Atlanta, Ga."
7467,"BISHOP, Sanford Dixon, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000490,1947- ,Representative,Democrat,GA,107(2001-2002),J.D.,Emory University School of Law,1971," Atlanta, Ga."
7468,"BLAGOJEVICH, Rod R.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000518,1956- ,Representative,Democrat,IL,107(2001-2002),B.A.,Northwestern University,1979," Evanston, Ill."
7469,"BLAGOJEVICH, Rod R.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000518,1956- ,Representative,Democrat,IL,107(2001-2002),J.D.,Pepperdine University,1983," Malibu, Calif."
7470,"BLUMENAUER, Earl",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000574,1948- ,Representative,Democrat,OR,107(2001-2002),B.A.,Lewis and Clark College,1970," Portland, Oreg."
7471,"BLUMENAUER, Earl",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000574,1948- ,Representative,Democrat,OR,107(2001-2002),J.D.,Lewis and Clark Law School,1976," Portland, Oreg."
7472,"BOEHLERT, Sherwood Louis",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000586,1936- ,Representative,Republican,NY,107(2001-2002),B.A.,Utica College,1961," Utica, N.Y."
7473,"BOEHNER, John Andrew",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000589,1949- ,Representative,Republican,OH,107(2001-2002),B.S.,Xavier University,1977," Cincinnati, Ohio"
7474,"BONILLA, Henry",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000617,1954- ,Representative,Republican,TX,107(2001-2002),B.J.,University of Texas,1976," Austin, Tex."
7475,"BONIOR, David Edward",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000619,1945- ,Representative,Democrat,MI,107(2001-2002),B.A.,University of Iowa,1967, Iowa City
7476,"BONIOR, David Edward",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000619,1945- ,Representative,Democrat,MI,107(2001-2002),M.A.,Chapman College,1972," Orange, Calif."
7477,"BOSWELL, Leonard L.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000652,1934- ,Representative,Democrat,IA,107(2001-2002),B.A.,Graceland College,1969," Lamoni, Iowa"
7478,"BOUCHER, Frederick C.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000657,1946- ,Representative,Democrat,VA,107(2001-2002),B.A.,Roanoke College,1968," Salem, Va."
7479,"BOUCHER, Frederick C.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000657,1946- ,Representative,Democrat,VA,107(2001-2002),J.D.,University of Virginia School of Law,1971," Charlottesville, Va."
7480,"BOYD, F. Allen, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000716,1945- ,Representative,Democrat,FL,107(2001-2002),B.S.,Florida State University,1969," Tallahassee, Fla."
7481,"BRADY, Kevin Patrick",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000755,1955- ,Representative,Republican,TX,107(2001-2002),B.A.,University of South Dakota,1990," Vermillion, S. Dak."
7482,"BROWN, Corrine",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000911,1946- ,Representative,Democrat,FL,107(2001-2002),B.S.,Florida Agricultural and Mechanical University,1969," Tallahassee, Fla."
7483,"BROWN, Corrine",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000911,1946- ,Representative,Democrat,FL,107(2001-2002),M.A.,Florida Agricultural and Mechanical University,1971," Tallahassee, Fla."
7484,"BROWN, Corrine",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000911,1946- ,Representative,Democrat,FL,107(2001-2002),Ed.S.,University of Florida,1974," Gainesville, Fla."
7485,"BROWN, Sherrod",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000944,1952- ,Representative,Democrat,OH,107(2001-2002),B.A.,Yale University,1974," New Haven, Conn."
7486,"BROWN, Sherrod",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000944,1952- ,Representative,Democrat,OH,107(2001-2002),M.A.,Ohio State University,1981, Ohio
7487,"BUYER, Stephen Earle",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001203,1958- ,Representative,Republican,IN,107(2001-2002),B.S.,The Citadel,1980," Charlestown, S.C."
7488,"BUYER, Stephen Earle",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001203,1958- ,Representative,Republican,IN,107(2001-2002),J.D.,Valparaiso University School of Law,1984," Valparaiso, Ind."
7489,"CALVERT, Ken",http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000059,1953- ,Representative,Republican,CA,107(2001-2002),A.A.,Chaffey College,1973," Rancho Cucamonga, Calif."
7490,"CALVERT, Ken",http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000059,1953- ,Representative,Republican,CA,107(2001-2002),B.A.,San Diego State University,1975," San Diego, Calif."
7491,"CAMP, David Lee",http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000071,1953- ,Representative,Republican,MI,107(2001-2002),B.A.,Albion College,1975," Albion, Mich."
7492,"CAMP, David Lee",http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000071,1953- ,Representative,Republican,MI,107(2001-2002),J.D.,University of San Diego School of Law,1978," San Diego, Calif."
7493,"CANNON, Christopher B.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000116,1950- ,Representative,Republican,UT,107(2001-2002),B.S.,Brigham Young University,1974," Provo, Utah"
7494,"CANNON, Christopher B.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000116,1950- ,Representative,Republican,UT,107(2001-2002),J.D.,Brigham Young University,1980," Provo, Utah"
7495,"CANTOR, Eric",http://bioguide.congress.gov/scripts/biodisplay.pl?index=C001046,1963- ,Representative,Republican,VA,107(2001-2002),B.A.,George Washington University,1985," Washington, D.C."
7496,"CANTOR, Eric",http://bioguide.congress.gov/scripts/biodisplay.pl?index=C001046,1963- ,Representative,Republican,VA,107(2001-2002),J.D.,College of William and Mary,1988," Williamsburg, Va."
7497,"CANTOR, Eric",http://bioguide.congress.gov/scripts/biodisplay.pl?index=C001046,1963- ,Representative,Republican,VA,107(2001-2002),M.S.,Columbia University,1989," New York, N.Y."
7498,"CAPITO, Shelley Moore",http://bioguide.congress.gov/scripts/biodisplay.pl?index=C001047,1953- ,Representative,Republican,WV,107(2001-2002),B.S.,Duke University,1975," Durham, N.C."
